company_slug,company_name,industry,source_name,source_url,rating_value,rating_scale,reviews_count,fetched_at,status,is_public,note
myrhorodska,Миргородська,FMCG,Glassdoor,,,5,,,needs_verification,false,
myronivskyi-khliboprodukt,Миронівський хлібопродукт,FMCG,Google,,,5,,,needs_verification,false,
myronivskyi-khliboprodukt,Миронівський хлібопродукт,FMCG,Work.ua,,,5,,,needs_verification,false,
myronivskyi-khliboprodukt,Миронівський хлібопродукт,FMCG,Robota.ua,,,5,,,needs_verification,false,
myronivskyi-khliboprodukt,Миронівський хлібопродукт,FMCG,Indeed,,,5,,,needs_verification,false,
myronivskyi-khliboprodukt,Миронівський хлібопродукт,FMCG,Glassdoor,,,5,,,needs_verification,false,
mizhnarodnyi-aeroport-lviv,Міжнародний аеропорт Львів,Державний сектор,Google,,,5,,,needs_verification,false,
mizhnarodnyi-aeroport-lviv,Міжнародний аеропорт Львів,Державний сектор,Work.ua,,,5,,,needs_verification,false,
mizhnarodnyi-aeroport-lviv,Міжнародний аеропорт Львів,Державний сектор,Robota.ua,,,5,,,needs_verification,false,
ministerstvo-tsyfrovoi-transformatsii-ukrainy,Міністерство цифрової трансформації України,Державний сектор,Google,,,5,,,needs_verification,false,
